patent_id,title,abstract,filing_date,year
US88040701B2,Neural Fabric for Advanced Computing,A neural fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-07-13,2006
US99931336B2,Bio Processor for Advanced Computing,A bio processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-06-23,2019
US78939503B2,Blockchain Fabric for Advanced Computing,No abstract provided,2002-08-01,2002
US51226316B2,Cloud Vehicle for Advanced Computing,A cloud vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-11-09,2011
US55170289B2,Blockchain Vehicle for Advanced Computing,A blockchain vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2020-01-15,2020
US40330079B2,Blockchain Processor for Advanced Computing,A blockchain processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-06-17,2019
US53304157B2,AI Network for Advanced Computing,A ai network for advanced computing that provides enhanced performance and efficiency in modern applications.,2003-12-18,2003
US84049152B2,Blockchain Device for Advanced Computing,A blockchain device for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-12-21,2006
US34666805B2,Robotic Network for Advanced Computing,A robotic network for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-01-15,2019
US27270073B2,Blockchain Device for Advanced Computing,A blockchain device for advanced computing that provides enhanced performance and efficiency in modern applications.,2004-10-05,2004
US53955095B2,Blockchain Algorithm for Advanced Computing,A blockchain algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-02-12,2006
US59234883B2,Quantum Fabric for Advanced Computing,A quantum fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2015-08-08,2015
US59665192B2,Cyber Device for Advanced Computing,A cyber device for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-11-28,2012
US60632762B2,Autonomous System for Advanced Computing,A autonomous system for advanced computing that provides enhanced performance and efficiency in modern applications.,2007-10-12,2007
US81341177B2,Robotic Sensor for Advanced Computing,A robotic sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2015-08-11,2015
US95528891B2,Robotic Processor for Advanced Computing,A robotic processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2020-09-21,2020
US38332308B2,Quantum Vehicle for Advanced Computing,A quantum vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-12-07,2008
US49090973B2,Cloud System for Advanced Computing,A cloud system for advanced computing that provides enhanced performance and efficiency in modern applications.,2018-03-30,2018
US37945299B2,Blockchain Algorithm for Advanced Computing,A blockchain algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2004-10-30,2004
US16591324B2,Cyber Network for Advanced Computing,A cyber network for advanced computing that provides enhanced performance and efficiency in modern applications.,2015-12-15,2015
US31787033B2,Bio Network for Advanced Computing,A bio network for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-07-17,2012
US61440770B2,Robotic Vehicle for Advanced Computing,A robotic vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2007-11-14,2007
US78402367B2,Nano Network for Advanced Computing,A nano network for advanced computing that provides enhanced performance and efficiency in modern applications.,2014-03-30,2014
US90286599B2,Robotic Sensor for Advanced Computing,No abstract provided,2021-08-26,2021
US97116208B2,Blockchain Fabric for Advanced Computing,A blockchain fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-02-02,2019
US14462850B2,Blockchain Device for Advanced Computing,A blockchain device for advanced computing that provides enhanced performance and efficiency in modern applications.,2015-01-22,2015
US60186883B2,Autonomous Device for Advanced Computing,A autonomous device for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-02-02,2011
US33706153B2,Autonomous Interface for Advanced Computing,A autonomous interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2021-01-31,2021
US95119029B2,Quantum Interface for Advanced Computing,A quantum interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-05-30,2011
US74540381B2,Autonomous Algorithm for Advanced Computing,A autonomous algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2022-04-28,2022
US51233053B2,Bio Algorithm for Advanced Computing,A bio algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-06-02,2006
US58685768B2,Nano Sensor for Advanced Computing,A nano sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2021-07-23,2021
US53257369B2,Quantum Processor for Advanced Computing,A quantum processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2003-06-24,2003
US62445279B2,Cloud Network for Advanced Computing,No abstract provided,2023-08-16,2023
US16351207B2,Autonomous Fabric for Advanced Computing,A autonomous fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2007-03-13,2007
US70931024B2,Quantum Sensor for Advanced Computing,A quantum sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2018-02-15,2018
US45086011B2,AI Interface for Advanced Computing,A ai interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-03-27,2012
US69928691B2,Nano Fabric for Advanced Computing,A nano fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2005-01-07,2005
US37417706B2,Quantum Interface for Advanced Computing,A quantum interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2023-11-09,2023
